,name,dim,gamma_square,neg_elbo,kl_loss,rec_loss,prior,cima,mcc,min_cima,min_cima_step,cima4max_mcc,cima4min_neg_elbo,mixing_linear_map_cima,mixing_cima,max_mcc,max_mcc_step,mcc4min_cima,mcc4min_neg_elbo,min_neg_elbo,min_neg_elbo_step,mse_sources_mean_decoded_sources,mse_obs_decoded_mean_latents,sigma_0,sigma_1,sigma_2,sigma_3,col_norm_sq_0,col_norm_sq_1,col_norm_sq_2,col_norm_sq_3,rhs_0,rhs_1,rhs_2,rhs_3
30,charmed-sweep-47,4,99999.99999999999,36.06022196996065,-25.00469017028809,-11.055541031239947,gaussian,0.0796978548169136,0.7133849868474837,0.0064375922083854675,2,0.0796978548169136,0.060762643814086914,-1,0.6376766562461853,0.7133849868474837,22,0.6576863573526115,0.6976748983013449,19.39300491604465,17,0.005976208485662937,5.7867942814482376e-05,3.076829671044834e-05,2.317579128430225e-05,3.3065993193304166e-05,2.231965663668234e-05,0.336608197562839,0.47496654831420315,0.2913539127012008,0.44203423617035753,2.970724717915236e-05,2.105367104016443e-05,3.432134030357833e-05,2.2622170320859346e-05
31,curious-sweep-46,4,99999.99999999999,12.13808046917397,-23.24863624572754,11.110559382714053,gaussian,0.03606491908431053,0.7900355382601468,0.028384454548358917,5,0.03559534624218941,0.03660139814019203,-1,0.02323770523071289,0.7917353712837545,3,0.7885715951288339,0.7885364949642505,9.211422648699285,10,0.01208734605461359,1.5344816347351298e-05,2.8756285246345215e-05,3.977779488195665e-05,4.697547774412669e-05,2.8160884539829567e-05,0.36333609288340085,0.27043692676721776,0.22491859233595424,0.4060833163088695,2.7521969262537357e-05,3.697583152278642e-05,4.445855413999107e-05,2.4624882012079523e-05
32,noble-sweep-48,4,99999.99999999999,11.601853131697528,-22.06529426574707,10.463435869767313,gaussian,0.033922597765922546,0.730063891974492,0.019634544849395752,1,0.033922597765922546,0.03813723847270012,-1,0.4704374074935913,0.730063891974492,12,0.6984140130418613,0.714579217337833,9.89440407674925,7,0.023163141682744026,2.3928247173898853e-05,4.03490848839283e-05,2.7882470021722838e-05,4.8050387704279274e-05,2.4362319891224615e-05,0.25362334729820546,0.3824963836485864,0.19788425542819343,0.41209055730522337,3.942699217797515e-05,2.6143354535978494e-05,5.053203782172714e-05,2.4265922049198965e-05
33,radiant-sweep-45,4,99999.99999999999,28.99028514358921,-22.471216201782227,-6.519068926548185,gaussian,0.07758170366287231,0.8088406714629857,0.05034724995493889,2,0.07758170366287231,0.056721072643995285,-1,0.1926741600036621,0.8088406714629857,8,0.7792012539143508,0.7918059866905126,13.952972619689266,3,0.059378162026405334,3.9701550122117624e-05,2.849823431461118e-05,4.41035590483807e-05,9.81469129328616e-05,3.173569712089375e-05,0.4080992074671066,0.26313299305204296,0.11974401884350527,0.32401548715259665,2.4503245251593586e-05,3.800215192514078e-05,8.350450445481931e-05,3.0861769819022284e-05
34,rare-sweep-44,4,99999.99999999999,36.95895441717784,-22.53876304626465,-14.420197627016709,gaussian,0.02824261412024498,0.7846764131527446,0.016152948141098022,4,0.02824261412024498,0.024614939466118813,-1,0.0224459171295166,0.7846764131527446,13,0.7126847642227745,0.7593450863999157,10.367623766987707,8,0.014120332896709442,2.5651186660979874e-05,3.511808245093562e-05,3.469584771664813e-05,3.736966027645394e-05,2.532394319132436e-05,0.291147141845304,0.30438735466056244,0.2872268828043758,0.3850555691101931,3.4345714264887054e-05,3.285179666279011e-05,3.48144705595157e-05,2.5969603107096628e-05
35,dauntless-sweep-98,4,99999.99999999999,20.3634546302933,-24.23897171020508,3.875513021073888,gaussian,0.05231059342622757,0.7550718582527512,0.006433859933167696,1,0.05231059342622757,0.0401788167655468,-1,0.29248833656311035,0.7550718582527512,14,0.645725513255663,0.7380405268668648,14.319358265943988,9,0.10460562258958817,3.7329715269152075e-05,2.2921853087609634e-05,2.061769919237122e-05,5.1562776206992567e-05,2.3132644855650142e-05,0.42082514422828865,0.4603581204211338,0.1826512660933597,0.4371390770964787,2.3762273985785144e-05,2.172174735047301e-05,5.474614412717866e-05,2.287549150605436e-05
36,confused-sweep-97,4,99999.99999999999,35.426302858589274,-23.97430992126465,-11.451993105171292,gaussian,0.05367173254489899,0.6635913340990387,0.012114008888602257,3,0.05367173254489899,0.023926470428705215,-1,0.6083932518959045,0.6635913340990387,11,0.6505822840755467,0.6545833052083371,22.805587323610112,6,0.0038692038506269455,7.950450526550412e-05,3.892531822202727e-05,2.590878830233123e-05,4.112593887839466e-05,2.9166201784391887e-05,0.282667827844282,0.409483794253962,0.2604827856710159,0.3685742577665998,3.537596166017193e-05,2.442039449759805e-05,3.838877907593686e-05,2.7130838578386448e-05
37,stellar-sweep-96,4,99999.99999999999,13.980025219776138,-21.737138748168945,7.75711276036708,gaussian,0.009555832482874392,0.8157909332635584,0.006406789645552635,2,0.008767652325332165,0.008740768767893314,-1,0.3706645965576172,0.8187448497092634,7,0.811335016124823,0.8184932684187629,6.816574311629387,8,0.1257038563489914,1.185978817375144e-05,3.8038499042158946e-05,3.2715117413317785e-05,8.865640847943723e-05,3.085513162659481e-05,0.31765732660221957,0.30207982120829513,0.12223892666165526,0.3207455521056204,3.147947290317937e-05,3.310273732495231e-05,8.180030919761534e-05,3.117638941665814e-05
38,zesty-sweep-93,4,99999.99999999999,27.181445849378555,-25.6043643951416,-1.5770783617890338,gaussian,0.030428659170866013,0.7193750292428573,0.005667155608534813,7,0.016994955018162727,0.02311396598815918,-1,0.1527864933013916,0.7228356939146516,12,0.7167317657336031,0.7198934130843235,17.832710080807637,15,0.0002700453333090991,4.766720667248592e-05,2.8918155294377357e-05,2.6623281883075833e-05,3.6349032598081976e-05,2.0792766008526087e-05,0.3883921317520276,0.36037241548649845,0.26926832084629737,0.48437689419899144,2.5746511624154596e-05,2.7748301721382534e-05,3.713629811925316e-05,2.064465434502836e-05
39,volcanic-sweep-95,4,99999.99999999999,13.176575601699502,-21.100496292114254,7.923924266057658,gaussian,0.08202860504388809,0.7498921391381425,0.03579113259911537,1,0.08202860504388809,0.193607360124588,-1,2.5937886238098145,0.7498921391381425,25,0.5410420532384218,0.6305772258997309,9.844293910231375,20,0.007700074929744005,2.4963077521533705e-05,3.5962180845672265e-05,2.3780174160492606e-05,0.00020996350212953985,2.0558052710839547e-05,0.2675450358846234,0.41309702285250083,0.046110717620280406,0.5028819104812818,3.737548787649154e-05,2.4206802225123355e-05,0.00021682229843715087,1.9884988785024834e-05
