,name,dim,gamma_square,neg_elbo,kl_loss,rec_loss,prior,cima,mcc,min_cima,min_cima_step,cima4max_mcc,cima4min_neg_elbo,max_mcc,max_mcc_step,mcc4min_cima,mcc4min_neg_elbo,sigma_0,sigma_1,sigma_2,col_norm_sq_0,col_norm_sq_1,col_norm_sq_2,rhs_0,rhs_1,rhs_2
68,sleek-sweep-116,3,1000.0,-4.730515039565003,-1.4471726417541504,6.17768788413389,gaussian,0.001598276779986918,0.7194902568280974,0.0002751325082499534,32,0.003912119660526514,0.002242866437882185,0.7451410630724533,17,0.7332109307918032,0.7167977069921162,0.03295036777853966,0.041590310633182526,0.03576182946562767,0.016724925420533943,0.012131109174356391,0.015020033633896864,0.05641772680417158,0.07615502900188278,0.0624218414800388
69,lemon-sweep-104,3,10.0,-0.6576155959790669,-6.7548753577284515e-06,0.65762235085425,gaussian,2.928421974182129,0.04886101910670495,0.16661307215690613,46,1.3250187635421753,1.7679558992385864,0.0581024144706012,31,0.05394099949532106,0.056168315860478095,0.18452800810337067,0.1145973801612854,0.1412782073020935,1.0397400181001932e-05,7.956319262456685e-06,3.020290207964709e-06,0.999896036807659,0.9999204431371735,0.9999697980101082
70,good-sweep-113,3,10.0,-0.6576191270035746,-6.984710580582032e-06,0.657626111714268,gaussian,1.1462293863296509,0.049969646700349445,0.19764012098312378,48,0.5985092520713806,0.4282781481742859,0.06039649382318614,11,0.0593483200643843,0.0544530100346285,0.1478535532951355,0.08393801748752594,0.16444610059261322,7.162931922383023e-06,7.1112214761618665e-06,5.3710321135111774e-06,0.9999283758111681,0.9999288928418258,0.9999462925635085
71,likely-sweep-102,3,10.0,-0.6576015555283069,-7.609049589518691e-06,0.6576091645777861,gaussian,1.9796713590621948,0.05096871021453394,0.15764665603637695,30,1.4696494340896606,2.212486505508423,0.05754973954922915,5,0.054061701988470705,0.051201636540264245,0.11966182291507721,0.14530284702777863,0.14674659073352814,4.6982736460126164e-06,1.2341682486592545e-05,9.209234155939958e-06,0.9999530194708136,0.9998765984049672,0.9999079161386589
72,toasty-sweep-109,3,10.0,-0.6580805485048937,-1.6994475799947395e-06,0.6580822479525256,gaussian,1.2594029903411863,0.0525921104742998,0.2963906228542328,25,0.39995476603507996,1.691555380821228,0.05783512928184965,41,0.055746173810805134,0.05478434772856737,0.30649709701538086,0.1847684383392334,0.345337837934494,1.5686981957781254e-06,1.3809966855658079e-05,2.4810478390995755e-06,0.9999843132641196,0.9998619194003285,0.9999751901371535
73,balmy-sweep-108,3,10.0,-0.6578359447034284,-6.330490123218624e-06,0.6578422751935408,gaussian,2.820521831512451,0.05179380911617339,0.21231606602668762,27,1.1261082887649536,1.445451021194458,0.0613491937244694,3,0.04903458706383415,0.055891000610296365,0.20680910348892212,0.20306584239006042,0.23392651975154877,2.1031654175024395e-06,3.328248601407302e-06,1.571339870252487e-05,0.9999789687881461,0.999966718621673,0.9998428907001855
74,vibrant-sweep-105,3,10.0,-0.6581720257903535,-1.9270578377472702e-06,0.6581739528482555,gaussian,0.8535284996032715,0.050807562353784905,0.22482934594154358,41,0.22482934594154358,1.5470856428146362,0.05848637338820659,41,0.05848637338820659,0.0518303726789279,0.19658488035202026,0.30023032426834106,0.09872259199619293,7.843610221520937e-06,1.2372332123577199e-05,1.3747640824472333e-06,0.9999215700495243,0.9998762919843309,0.9999862525481706
75,royal-sweep-107,3,10.0,-0.6580739392236187,-2.15371460399183e-06,0.6580760929381165,gaussian,1.5006816387176514,0.055612095402343055,0.38262617588043213,45,1.5944443941116333,0.38262617588043213,0.059183533226616056,31,0.0521517408153528,0.0521517408153528,0.09047422558069229,0.09349079430103302,0.10107294470071793,2.880069779844161e-06,8.183042421216048e-06,5.440723282449831e-06,0.9999712001316579,0.9999181762714584,0.9999455957271614
76,hopeful-sweep-103,3,10.0,-0.6579427281052367,-3.451983047852991e-06,0.6579461800883706,gaussian,1.6140367984771729,0.05526309977341385,0.1901758462190628,19,1.1231184005737305,1.6147091388702393,0.06331739107993072,6,0.05796667807770919,0.04905112670337911,0.30144888162612915,0.16950464248657227,0.19483144581317902,3.5688336497280426e-06,7.302335790950918e-06,5.0095748827894224e-06,0.9999643129371145,0.9999269819741119,0.9999499067606304
77,firm-sweep-110,3,10.0,-0.6579588780301973,-1.757685276970733e-05,0.6579764548836315,gaussian,2.5514211654663086,0.05265104334801068,0.18220774829387665,13,2.061251401901245,0.6623407602310181,0.06269588375007507,9,0.05481852246929821,0.05642411030417444,0.17420794069766998,0.10332951694726944,0.25436654686927795,3.4003603059740506e-06,6.025453534172021e-06,2.3694652197111957e-05,0.999965997553146,0.9999397490950487,0.9997631096083832
78,silver-sweep-112,3,10.0,-0.6578756306598993,-7.6503756645252e-06,0.6578832810352655,gaussian,2.109608888626098,0.05163062124447347,0.10748190432786942,43,1.3965601921081543,2.4219722747802734,0.05982057567397756,11,0.050395588785578024,0.055761982941916186,0.147827610373497,0.07291965931653976,0.07331642508506775,1.7778553507577857e-06,6.509719709895496e-06,1.38990983868971e-05,0.9999822217625638,0.9999349070402702,0.9998610283319399
